"answer","option1","option2","option3","subject","question","explanation"
"Clone Wars","Imperial Star Destroyer","Order 66","Chess","Star Wars","What is the conflict that spans several years and involves the Republic's clone army battling the Separatist Alliance in the Star Wars prequel era?","The Clone Wars is the conflict that spans several years and involves the Republic's clone army battling the Separatist Alliance in the Star Wars prequel era."
"Order 66","Bowcaster","Imperial Star Destroyer","Chess","Star Wars","What is the directive issued to clone troopers in the Star Wars prequel era to execute Jedi across the galaxy?","Order 66 is the directive issued to clone troopers in the Star Wars prequel era to execute Jedi across the galaxy."
"Imperial Star Destroyer","Bowcaster","Chess","Carbon-Freezing Chamber","Star Wars","What is the imposing and heavily armed capital ship used by the Galactic Empire in the Star Wars universe?","The Imperial Star Destroyer is the imposing and heavily armed capital ship used by the Galactic Empire in the Star Wars universe."
"Chess","Bowcaster","Carbon-Freezing Chamber","Bail Organa","Star Wars","What is the strategic board game often played by characters like Chewbacca and C-3PO in the Star Wars saga?","Chess is the strategic board game often played by characters like Chewbacca and C-3PO in the Star Wars saga."
"Bowcaster","Carbon-Freezing Chamber","Bail Organa","Podracing on Tatooine","Star Wars","What is the powerful Wookiee weapon resembling a crossbow, used by characters like Chewbacca?","The Bowcaster is the powerful Wookiee weapon resembling a crossbow, used by characters like Chewbacca."
"Carbon-Freezing Chamber","Bail Organa","Podracing on Tatooine","Boonta Eve Classic","Star Wars","In which location on Cloud City is Han Solo frozen in carbonite in 'The Empire Strikes Back'?","The Carbon-Freezing Chamber is the location on Cloud City where Han Solo is frozen in carbonite in 'The Empire Strikes Back'."
"Bail Organa","Force Lightning","Podracing on Tatooine","Boonta Eve Classic","Star Wars","Who is the Alderaanian senator and leader in the Rebel Alliance who adopts Leia Organa?","Bail Organa is the Alderaanian senator and leader in the Rebel Alliance who adopts Leia Organa."
"AT-ST Walker","Tauntaun","First Order Stormtroopers","Crait","Star Wars","What type of walker is commonly used by the Galactic Empire in the Star Wars universe?","The AT-ST Walker is commonly used by the Galactic Empire in the Star Wars universe."
"Tauntaun","First Order Stormtroopers","Porg Nests","Crait","Star Wars","What creature is used as a mount by the Rebel Alliance on the ice planet Hoth?","The Tauntaun is used as a mount by the Rebel Alliance on the ice planet Hoth."
"First Order Stormtroopers","Porg Nests","Crait","Maz Kanata","Star Wars","What is the name of the elite soldiers serving the First Order in the Star Wars sequel trilogy?","The First Order Stormtroopers are the elite soldiers serving the First Order in the Star Wars sequel trilogy."
"Crait","Blue Milk","Porg Nests","Maz Kanata","Star Wars","Which mineral-rich planet serves as the location for a climactic battle in 'The Last Jedi'?","Crait is the mineral-rich planet that serves as the location for a climactic battle in 'The Last Jedi'."
"Porg Nests","Thermal Detonator","Blue Milk","Maz Kanata","Star Wars","What are the nests of the adorable, puffin-like creatures seen on Ahch-To in 'The Last Jedi'?","Porg Nests are the nests of the adorable, puffin-like creatures seen on Ahch-To in 'The Last Jedi'."
"Maz Kanata","Thermal Detonator","Blue Milk","Tusken Raiders","Star Wars","Who is the wise and well-connected pirate with a castle on the planet Takodana in 'The Force Awakens'?","Maz Kanata is the wise and well-connected pirate with a castle on the planet Takodana in 'The Force Awakens'."
"Blue Milk","Thermal Detonator","Ewok Village","Tusken Raiders","Star Wars","What iconic Star Wars beverage is famously seen being consumed by Luke Skywalker in 'A New Hope'?","Blue Milk is the iconic Star Wars beverage famously seen being consumed by Luke Skywalker in 'A New Hope'."
"Thermal Detonator","Ewok Village","Tusken Raiders","The Death Star Plans","Star Wars","What explosive device is used by Princess Leia to threaten Jabba the Hutt in 'Return of the Jedi'?","A Thermal Detonator is the explosive device used by Princess Leia to threaten Jabba the Hutt in 'Return of the Jedi'."
"Tusken Raiders","Battle of Geonosis","Ewok Village","The Death Star Plans","Star Wars","What nomadic and often hostile group of desert-dwelling inhabitants are encountered by Anakin Skywalker on Tatooine?","Tusken Raiders are the nomadic and often hostile group of desert-dwelling inhabitants encountered by Anakin Skywalker on Tatooine."
"Ewok Village","Battle of Geonosis","Jedi Temple Archives","The Death Star Plans","Star Wars","What is the treetop settlement inhabited by the Ewok species on the forest moon of Endor?","Ewok Village is the treetop settlement inhabited by the Ewok species on the forest moon of Endor."
"The Death Star Plans","Battle of Geonosis","Kaminoan Cloners","Jedi Temple Archives","Star Wars","What crucial stolen data is hidden in R2-D2 and pursued by the Rebel Alliance in 'A New Hope'?","The Death Star Plans are the crucial stolen data hidden in R2-D2 and pursued by the Rebel Alliance in 'A New Hope'."
"Battle of Geonosis","Republic Gunship","Kaminoan Cloners","Jedi Temple Archives","Star Wars","What is the first large-scale battle of the Clone Wars in 'Attack of the Clones'?","The Battle of Geonosis is the first large-scale battle of the Clone Wars in 'Attack of the Clones'."
"Jedi Temple Archives","Republic Gunship","Kaminoan Cloners","Duel of the Fates","Star Wars","Where is the vast repository of Jedi knowledge and information located on the planet Coruscant?","The Jedi Temple Archives is the vast repository of Jedi knowledge and information located on the planet Coruscant."
"Kaminoan Cloners","Republic Gunship","Darth Maul","Duel of the Fates","Star Wars","Who are the alien scientists responsible for creating the clone army for the Galactic Republic in the Star Wars prequel trilogy?","The Kaminoan Cloners are the alien scientists responsible for creating the clone army for the Galactic Republic in the Star Wars prequel trilogy."
"Republic Gunship","Darth Maul","Duel of the Fates","Podracer Anakin Skywalker","Star Wars","What type of heavily armed and armored airspeeder is commonly used by the Galactic Republic in battle?","The Republic Gunship is the type of heavily armed and armored airspeeder commonly used by the Galactic Republic in battle."
"Duel of the Fates","Darth Maul","Podracer Anakin Skywalker","Geonosian Arena","Star Wars","What epic lightsaber duel occurs in 'The Phantom Menace' between Qui-Gon Jinn, Obi-Wan Kenobi, and Darth Maul?","The Duel of the Fates is the epic lightsaber duel that occurs in 'The Phantom Menace' between Qui-Gon Jinn, Obi-Wan Kenobi, and Darth Maul."
"Darth Maul","AT-ST Walker","Podracer Anakin Skywalker","Geonosian Arena","Star Wars","Who is the Sith Lord known for his double-bladed lightsaber and menacing appearance in 'The Phantom Menace'?","Darth Maul is the Sith Lord known for his double-bladed lightsaber and menacing appearance in 'The Phantom Menace'."
"Podracer Anakin Skywalker","Tauntaun","AT-ST Walker","Geonosian Arena","Star Wars","What exhilarating and dangerous sport does young Anakin Skywalker participate in during 'The Phantom Menace'?","Podracer Anakin Skywalker participates in the exhilarating and dangerous sport of podracing during 'The Phantom Menace'."
"Geonosian Arena","Tauntaun","First Order Stormtroopers","AT-ST Walker","Star Wars","In 'Attack of the Clones', where do Anakin Skywalker, Padmé Amidala, and Obi-Wan Kenobi face deadly creatures in an arena?","In 'Attack of the Clones'. Anakin Skywalker, Padmé Amidala, and Obi-Wan Kenobi face deadly creatures in the Geonosian Arena."
"Master Windu","Wroshyr Trees","Sifo-Dyas","Republic Cruiser","Star Wars","Which Jedi Master leads the Jedi Council in 'Attack of the Clones'?","Master Windu leads the Jedi Council in 'Attack of the Clones'."
"Republic Cruiser","Sebulba","Wroshyr Trees","Sifo-Dyas","Star Wars","What type of starship is used by the Galactic Republic for diplomatic missions in the Star Wars prequel trilogy?","The Republic Cruiser is the type of starship used by the Galactic Republic for diplomatic missions in the Star Wars prequel trilogy."
"Wroshyr Trees","Sebulba","Sifo-Dyas","Senate Chamber","Star Wars","What type of gigantic trees are native to the planet Kashyyyk, the homeworld of the Wookiees?","Wroshyr Trees are the type of gigantic trees native to the planet Kashyyyk, the homeworld of the Wookiees."
"Sifo-Dyas","Solar Sailer","Sebulba","Senate Chamber","Star Wars","Who is the Jedi Master responsible for secretly commissioning the clone army on behalf of the Galactic Republic in 'Attack of the Clones'?","Sifo-Dyas is the Jedi Master responsible for secretly commissioning the clone army on behalf of the Galactic Republic in 'Attack of the Clones'."
"Sebulba","Solar Sailer","Obi-Wan vs. Anakin Duel","Senate Chamber","Star Wars","Which alien podracer is known for his cheating tactics and rivalry with Anakin Skywalker in 'The Phantom Menace'?","Sebulba is the alien podracer known for his cheating tactics and rivalry with Anakin Skywalker in 'The Phantom Menace'."
"Senate Chamber","Solar Sailer","Obi-Wan vs. Anakin Duel","Order 66 Execution","Star Wars","Where in the Galactic Senate building on Coruscant do senators convene to discuss matters of governance in the Star Wars prequel trilogy?","Senators convene in the Senate Chamber of the Galactic Senate building on Coruscant to discuss matters of governance in the Star Wars prequel trilogy."
"Solar Sailer","Mustafarian Lava Flows","Obi-Wan vs. Anakin Duel","Order 66 Execution","Star Wars","What type of starship is used by Count Dooku to escape from Geonosis in 'Attack of the Clones'?","Count Dooku uses a Solar Sailer starship to escape from Geonosis in 'Attack of the Clones'."
"Obi-Wan vs. Anakin Duel","Kaminoan Cloning Technology","Mustafarian Lava Flows","Order 66 Execution","Star Wars","What climactic lightsaber duel takes place on the volcanic planet Mustafar in 'Revenge of the Sith'?","The climactic lightsaber duel between Obi-Wan Kenobi and Anakin Skywalker takes place on the volcanic planet Mustafar in 'Revenge of the Sith'."
"Order 66 Execution","Kaminoan Cloning Technology","Mustafarian Lava Flows","Imperial Probe Droid","Star Wars","What event marks the execution of Order 66, leading to the mass betrayal of Jedi by clone troopers in 'Revenge of the Sith'?","The execution of Order 66 marks the mass betrayal of Jedi by clone troopers in 'Revenge of the Sith'."
"Mustafarian Lava Flows","Kaminoan Cloning Technology","Imperial Probe Droid","Galactic Credit Standard","Star Wars","Where on the planet Mustafar do Anakin Skywalker and Obi-Wan Kenobi have their epic lightsaber duel in 'Revenge of the Sith'?","Anakin Skywalker and Obi-Wan Kenobi have their epic lightsaber duel on the Mustafarian Lava Flows in 'Revenge of the Sith'."
"Kaminoan Cloning Technology","Imperial Probe Droid","The HoloNet","Galactic Credit Standard","Star Wars","What advanced cloning technology is used on the planet Kamino to create the clone troopers in the Star Wars prequel trilogy?","Kaminoan Cloning Technology is used on the planet Kamino to create the clone troopers in the Star Wars prequel trilogy."
