"answer","question","subject","option1","option2","option3","option4","explanation"
"First Order Stormtroopers","What is the name of the elite soldiers serving the First Order in the Star Wars sequel trilogy?","Star Wars","Crait","Porg Nests","Maz Kanata","First Order Stormtroopers","The First Order Stormtroopers are the elite soldiers serving the First Order in the Star Wars sequel trilogy."
"Crait","Which mineral-rich planet serves as the location for a climactic battle in 'The Last Jedi'?","Star Wars","Porg Nests","Maz Kanata","Blue Milk","Crait","Crait is the mineral-rich planet that serves as the location for a climactic battle in 'The Last Jedi'."
"Porg Nests","What are the nests of the adorable, puffin-like creatures seen on Ahch-To in 'The Last Jedi'?","Star Wars","Maz Kanata","Blue Milk","Thermal Detonator","Porg Nests","Porg Nests are the nests of the adorable, puffin-like creatures seen on Ahch-To in 'The Last Jedi'."
"Maz Kanata","Who is the wise and well-connected pirate with a castle on the planet Takodana in 'The Force Awakens'?","Star Wars","Blue Milk","Thermal Detonator","Tusken Raiders","Maz Kanata","Maz Kanata is the wise and well-connected pirate with a castle on the planet Takodana in 'The Force Awakens'."
"Blue Milk","What iconic Star Wars beverage is famously seen being consumed by Luke Skywalker in 'A New Hope'?","Star Wars","Thermal Detonator","Tusken Raiders","Ewok Village","Blue Milk","Blue Milk is the iconic Star Wars beverage famously seen being consumed by Luke Skywalker in 'A New Hope'."
"Thermal Detonator","What explosive device is used by Princess Leia to threaten Jabba the Hutt in 'Return of the Jedi'?","Star Wars","Tusken Raiders","Ewok Village","The Death Star Plans","Thermal Detonator","A Thermal Detonator is the explosive device used by Princess Leia to threaten Jabba the Hutt in 'Return of the Jedi'."
"Tusken Raiders","What nomadic and often hostile group of desert-dwelling inhabitants are encountered by Anakin Skywalker on Tatooine?","Star Wars","Ewok Village","The Death Star Plans","Battle of Geonosis","Tusken Raiders","Tusken Raiders are the nomadic and often hostile group of desert-dwelling inhabitants encountered by Anakin Skywalker on Tatooine."
"Ewok Village","What is the treetop settlement inhabited by the Ewok species on the forest moon of Endor?","Star Wars","The Death Star Plans","Battle of Geonosis","Jedi Temple Archives","Ewok Village","Ewok Village is the treetop settlement inhabited by the Ewok species on the forest moon of Endor."
"The Death Star Plans","What crucial stolen data is hidden in R2-D2 and pursued by the Rebel Alliance in 'A New Hope'?","Star Wars","Battle of Geonosis","Jedi Temple Archives","Kaminoan Cloners","The Death Star Plans","The Death Star Plans are the crucial stolen data hidden in R2-D2 and pursued by the Rebel Alliance in 'A New Hope'."
"Battle of Geonosis","What is the first large-scale battle of the Clone Wars in 'Attack of the Clones'?","Star Wars","Jedi Temple Archives","Kaminoan Cloners","Republic Gunship","Battle of Geonosis","The Battle of Geonosis is the first large-scale battle of the Clone Wars in 'Attack of the Clones'."
"Jedi Temple Archives","Where is the vast repository of Jedi knowledge and information located on the planet Coruscant?","Star Wars","Kaminoan Cloners","Republic Gunship","Duel of the Fates","Jedi Temple Archives","The Jedi Temple Archives is the vast repository of Jedi knowledge and information located on the planet Coruscant."
"Kaminoan Cloners","Who are the alien scientists responsible for creating the clone army for the Galactic Republic in the Star Wars prequel trilogy?","Star Wars","Republic Gunship","Duel of the Fates","Darth Maul","Kaminoan Cloners","The Kaminoan Cloners are the alien scientists responsible for creating the clone army for the Galactic Republic in the Star Wars prequel trilogy."
"Republic Gunship","What type of heavily armed and armored airspeeder is commonly used by the Galactic Republic in battle?","Star Wars","Duel of the Fates","Darth Maul","Podracer Anakin Skywalker","Republic Gunship","The Republic Gunship is the type of heavily armed and armored airspeeder commonly used by the Galactic Republic in battle."
"Duel of the Fates","What epic lightsaber duel occurs in 'The Phantom Menace' between Qui-Gon Jinn, Obi-Wan Kenobi, and Darth Maul?","Star Wars","Darth Maul","Podracer Anakin Skywalker","Geonosian Arena","Duel of the Fates","The Duel of the Fates is the epic lightsaber duel that occurs in 'The Phantom Menace' between Qui-Gon Jinn, Obi-Wan Kenobi, and Darth Maul."
"Darth Maul","Who is the Sith Lord known for his double-bladed lightsaber and menacing appearance in 'The Phantom Menace'?","Star Wars","Podracer Anakin Skywalker","Geonosian Arena","AT-ST Walker","Darth Maul","Darth Maul is the Sith Lord known for his double-bladed lightsaber and menacing appearance in 'The Phantom Menace'."
"Podracer Anakin Skywalker","What exhilarating and dangerous sport does young Anakin Skywalker participate in during 'The Phantom Menace'?","Star Wars","Geonosian Arena","AT-ST Walker","Tauntaun","Podracer Anakin Skywalker","Podracer Anakin Skywalker participates in the exhilarating and dangerous sport of podracing during 'The Phantom Menace'."
"Geonosian Arena","In 'Attack of the Clones', where do Anakin Skywalker, Padmé Amidala, and Obi-Wan Kenobi face deadly creatures in an arena?","Star Wars","AT-ST Walker","Tauntaun","First Order Stormtroopers","Geonosian Arena","In 'Attack of the Clones'. Anakin Skywalker, Padmé Amidala, and Obi-Wan Kenobi face deadly creatures in the Geonosian Arena."
"Master Windu","Which Jedi Master leads the Jedi Council in 'Attack of the Clones'?","Star Wars","Republic Cruiser","Wroshyr Trees","Sifo-Dyas","Master Windu","Master Windu leads the Jedi Council in 'Attack of the Clones'."
"Republic Cruiser","What type of starship is used by the Galactic Republic for diplomatic missions in the Star Wars prequel trilogy?","Star Wars","Wroshyr Trees","Sifo-Dyas","Sebulba","Republic Cruiser","The Republic Cruiser is the type of starship used by the Galactic Republic for diplomatic missions in the Star Wars prequel trilogy."
"Wroshyr Trees","What type of gigantic trees are native to the planet Kashyyyk, the homeworld of the Wookiees?","Star Wars","Sifo-Dyas","Sebulba","Senate Chamber","Wroshyr Trees","Wroshyr Trees are the type of gigantic trees native to the planet Kashyyyk, the homeworld of the Wookiees."
"Sifo-Dyas","Who is the Jedi Master responsible for secretly commissioning the clone army on behalf of the Galactic Republic in 'Attack of the Clones'?","Star Wars","Sebulba","Senate Chamber","Solar Sailer","Sifo-Dyas","Sifo-Dyas is the Jedi Master responsible for secretly commissioning the clone army on behalf of the Galactic Republic in 'Attack of the Clones'."
"Sebulba","Which alien podracer is known for his cheating tactics and rivalry with Anakin Skywalker in 'The Phantom Menace'?","Star Wars","Senate Chamber","Solar Sailer","Obi-Wan vs. Anakin Duel","Sebulba","Sebulba is the alien podracer known for his cheating tactics and rivalry with Anakin Skywalker in 'The Phantom Menace'."
"Senate Chamber","Where in the Galactic Senate building on Coruscant do senators convene to discuss matters of governance in the Star Wars prequel trilogy?","Star Wars","Solar Sailer","Obi-Wan vs. Anakin Duel","Order 66 Execution","Senate Chamber","Senators convene in the Senate Chamber of the Galactic Senate building on Coruscant to discuss matters of governance in the Star Wars prequel trilogy."
"Solar Sailer","What type of starship is used by Count Dooku to escape from Geonosis in 'Attack of the Clones'?","Star Wars","Obi-Wan vs. Anakin Duel","Order 66 Execution","Mustafarian Lava Flows","Solar Sailer","Count Dooku uses a Solar Sailer starship to escape from Geonosis in 'Attack of the Clones'."
"Obi-Wan vs. Anakin Duel","What climactic lightsaber duel takes place on the volcanic planet Mustafar in 'Revenge of the Sith'?","Star Wars","Order 66 Execution","Mustafarian Lava Flows","Kaminoan Cloning Technology","Obi-Wan vs. Anakin Duel","The climactic lightsaber duel between Obi-Wan Kenobi and Anakin Skywalker takes place on the volcanic planet Mustafar in 'Revenge of the Sith'."
"Order 66 Execution","What event marks the execution of Order 66, leading to the mass betrayal of Jedi by clone troopers in 'Revenge of the Sith'?","Star Wars","Mustafarian Lava Flows","Kaminoan Cloning Technology","Imperial Probe Droid","Order 66 Execution","The execution of Order 66 marks the mass betrayal of Jedi by clone troopers in 'Revenge of the Sith'."
"Mustafarian Lava Flows","Where on the planet Mustafar do Anakin Skywalker and Obi-Wan Kenobi have their epic lightsaber duel in 'Revenge of the Sith'?","Star Wars","Kaminoan Cloning Technology","Imperial Probe Droid","Galactic Credit Standard","Mustafarian Lava Flows","Anakin Skywalker and Obi-Wan Kenobi have their epic lightsaber duel on the Mustafarian Lava Flows in 'Revenge of the Sith'."
"Kaminoan Cloning Technology","What advanced cloning technology is used on the planet Kamino to create the clone troopers in the Star Wars prequel trilogy?","Star Wars","Imperial Probe Droid","Galactic Credit Standard","The HoloNet","Kaminoan Cloning Technology","Kaminoan Cloning Technology is used on the planet Kamino to create the clone troopers in the Star Wars prequel trilogy."
"Imperial Probe Droid","What type of droid is deployed by the Galactic Empire to gather information in 'The Empire Strikes Back'?","Star Wars","Galactic Credit Standard","The HoloNet","Trade Federation Battleship","Imperial Probe Droid","The Imperial Probe Droid is deployed by the Galactic Empire to gather information in 'The Empire Strikes Back'."
"Galactic Credit Standard","What is the primary currency used in the galaxy far, far away in the Star Wars universe?","Star Wars","The HoloNet","Trade Federation Battleship","Aurra Sing","Galactic Credit Standard","The Galactic Credit Standard is the primary currency used in the galaxy far, far away in the Star Wars universe."
"The HoloNet","What vast communication network is used for transmitting news, information, and entertainment in the Star Wars galaxy?","Star Wars","Trade Federation Battleship","Aurra Sing","Battle of Crait","The HoloNet","The HoloNet is the vast communication network used for transmitting news, information, and entertainment in the Star Wars galaxy."
"Trade Federation Battleship","What type of starship is used by the Trade Federation to blockade Naboo in 'The Phantom Menace'?","Star Wars","Aurra Sing","Battle of Crait","AT-M6 Walker","Trade Federation Battleship","The Trade Federation uses Trade Federation Battleships to blockade Naboo in 'The Phantom Menace'."
"Aurra Sing","Which bounty hunter is known for her skilled marksmanship and appearance in 'The Phantom Menace'?","Star Wars","Battle of Crait","AT-M6 Walker","Resistance Jacket","Aurra Sing","Aurra Sing is the bounty hunter known for her skilled marksmanship and appearance in 'The Phantom Menace'."
"Battle of Crait","In which battle does the Resistance make its final stand against the First Order in 'The Last Jedi'?","Star Wars","AT-M6 Walker","Resistance Jacket","Podracing on Tatooine","Battle of Crait","The Resistance makes its final stand against the First Order in the Battle of Crait in 'The Last Jedi'."
"AT-M6 Walker","What type of walker is used by the First Order during the Battle of Crait in 'The Last Jedi'?","Star Wars","Resistance Jacket","Podracing on Tatooine","Boonta Eve Classic","AT-M6 Walker","The First Order uses AT-M6 Walkers during the Battle of Crait in 'The Last Jedi'."
"Resistance Jacket","What clothing item is worn by Finn when he joins the Resistance in 'The Force Awakens'?","Star Wars","Podracing on Tatooine","Boonta Eve Classic","Force Lightning","Resistance Jacket","Finn wears a Resistance Jacket when he joins the Resistance in 'The Force Awakens'."
"The Resistance Bomber","What type of starship is used by the Resistance in the opening battle of 'The Last Jedi'?","Star Wars","Praetorian Guards","Salt Flats of Crait","Kyber Crystals","The Resistance Bomber","The Resistance Bomber is the type of starship used by the Resistance in the opening battle of 'The Last Jedi'."
"Praetorian Guards","Who are the elite warriors that serve as the personal bodyguards to Supreme Leader Snoke in 'The Last Jedi'?","Star Wars","Salt Flats of Crait","Kyber Crystals","The Jedi Code","Praetorian Guards","The Praetorian Guards are the elite warriors that serve as the personal bodyguards to Supreme Leader Snoke in 'The Last Jedi'."
